arm,bank_id,prompt,repeat,sensor_id,severity,spike_value,summary,fallback,attempts,latency_ms
gemini_2_5_flash__semantic,M01,"Machine 1 bearing is running hot, needs looking at this shift",0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates a medium severity fault, requiring attention this shift.",False,1,3119.356870651245
gemini_2_5_flash__semantic,M01,"Machine 1 bearing is running hot, needs looking at this shift",1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates a medium severity fault, requiring attention this shift.",False,1,3342.112302780152
gemini_2_5_flash__semantic,M01,"Machine 1 bearing is running hot, needs looking at this shift",2,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates elevated temperatures, requiring attention this shift.",False,1,2920.521974563598
gemini_2_5_flash__semantic,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,0,Xs3,MEDIUM,0.78,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a progressive thermal increase, leading to operational slowdown.",False,1,3673.249483108521
gemini_2_5_flash__semantic,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,1,Xs3,MEDIUM,0.78,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a progressive thermal increase, leading to operational slowdown.",False,1,3492.260694503784
gemini_2_5_flash__semantic,M02,Machine 2 motor temperature keeps climbing and the operator had to slow the line,2,Xs3,MEDIUM,0.78,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a progressive thermal increase, requiring a reduction in line speed.",False,1,4012.121438980103
gemini_2_5_flash__semantic,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,0,Xs4,MEDIUM,0.75,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a significant drop, suggesting a progressive lubrication issue.",False,1,5668.503522872925
gemini_2_5_flash__semantic,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,1,Xs4,MEDIUM,0.75,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a significant drop, suggesting a progressive lubrication issue.",False,1,4743.282318115234
gemini_2_5_flash__semantic,M03,oil pressure on Machine 3 dropped 25 percent over the last hour,2,Xs4,MEDIUM,0.75,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a significant drop, suggesting a lubrication issue.",False,1,9196.990728378296
gemini_2_5_flash__semantic,M04,Machine 4 is shaking noticeably and the parts are coming out rough,0,Xs0,MEDIUM,0.78,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates significant shaking, affecting part quality.",False,1,5166.0919189453125
gemini_2_5_flash__semantic,M04,Machine 4 is shaking noticeably and the parts are coming out rough,1,Xs0,MEDIUM,0.75,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates significant shaking, affecting part quality.",False,1,3871.8535900115967
gemini_2_5_flash__semantic,M04,Machine 4 is shaking noticeably and the parts are coming out rough,2,Xs0,MEDIUM,0.78,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates significant shaking, affecting part quality.",False,1,4223.456382751465
gemini_2_5_flash__semantic,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,0,W3,HIGH,0.92,"[gemini-2.5-flash] Coolant flow sensor W3 shows a severe drop in flow, indicating a leak and reduced coolant supply to the cutter.",False,1,3974.220037460327
gemini_2_5_flash__semantic,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,1,W3,MEDIUM,0.78,"[gemini-2.5-flash] Coolant flow sensor W3 indicates reduced flow, likely due to a leak causing pooling under the machine.",False,1,7782.44686126709
gemini_2_5_flash__semantic,M05,coolant is pooling under Machine 5 and flow to the cutter is reduced,2,W3,MEDIUM,0.78,"[gemini-2.5-flash] Coolant flow sensor W3 indicates reduced flow, likely due to a leak causing pooling under the machine.",False,1,7493.881940841675
gemini_2_5_flash__semantic,M06,Machine 1 bearing temperature is well above where it normally sits,0,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is elevated, indicating a potential thermal issue.",False,1,4284.010410308838
gemini_2_5_flash__semantic,M06,Machine 1 bearing temperature is well above where it normally sits,1,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates elevated thermal levels, exceeding normal operating range.",False,1,2991.835594177246
gemini_2_5_flash__semantic,M06,Machine 1 bearing temperature is well above where it normally sits,2,Xs2,MEDIUM,0.78,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is elevated, indicating a potential thermal issue.",False,1,4374.514579772949
gemini_2_5_flash__semantic,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",0,Xs3,MEDIUM,0.78,[gemini-2.5-flash] Motor temperature sensor Xs3 indicates the motor is overheating and requires immediate inspection.,False,1,4489.226579666138
gemini_2_5_flash__semantic,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",1,Xs3,MEDIUM,0.78,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates significant overheating, requiring inspection.",False,1,3161.332130432129
gemini_2_5_flash__semantic,M07,"Machine 2 ka motor kaafi garam ho raha hai, check karna padega",2,Xs3,MEDIUM,0.78,[gemini-2.5-flash] Motor temperature sensor Xs3 indicates the motor is overheating and requires immediate inspection.,False,1,6371.160268783569
gemini_2_5_flash__semantic,M08,"M3 oil press low again, topping up didnt fix it",0,Xs4,HIGH,0.92,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure, requiring immediate attention.",False,1,4105.022668838501
gemini_2_5_flash__semantic,M08,"M3 oil press low again, topping up didnt fix it",1,Xs4,HIGH,0.92,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure, requiring immediate attention.",False,1,3844.30742263794
gemini_2_5_flash__semantic,M08,"M3 oil press low again, topping up didnt fix it",2,Xs4,HIGH,0.92,"[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure, requiring immediate attention.",False,1,4102.763414382935
gemini_2_5_flash__semantic,M09,vibration on Machine 4 has doubled since the morning inspection,0,Xs0,MEDIUM,0.75,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates a significant increase in vibration, suggesting a developing mechanical imbalance.",False,1,3996.1562156677246
gemini_2_5_flash__semantic,M09,vibration on Machine 4 has doubled since the morning inspection,1,Xs0,MEDIUM,0.78,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates a significant increase in oscillation, requiring prompt investigation.",False,1,4272.385120391846
gemini_2_5_flash__semantic,M09,vibration on Machine 4 has doubled since the morning inspection,2,Xs0,MEDIUM,0.75,"[gemini-2.5-flash] Vibration X sensor Xs0 indicates a significant increase in vibration, suggesting a developing mechanical imbalance.",False,1,3432.171106338501
gemini_2_5_flash__semantic,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",0,Xs11,MEDIUM,0.75,"[gemini-2.5-flash] Motor current sensor Xs11 indicates sustained high electrical draw, suggesting an ongoing issue.",False,1,4182.97290802002
gemini_2_5_flash__semantic,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",1,Xs11,MEDIUM,0.75,"[gemini-2.5-flash] Motor current sensor Xs11 indicates sustained high electrical draw, suggesting an ongoing issue.",False,1,4107.760190963745
gemini_2_5_flash__semantic,M10,"nothing catastrophic yet, but Machine 5 motor current is running well above normal all shift",2,Xs11,MEDIUM,0.75,"[gemini-2.5-flash] Motor current sensor Xs11 indicates sustained high electrical draw, suggesting an ongoing issue.",False,1,4425.546646118164
gemini_2_5_flash__semantic,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,0,Xs6,HIGH,0.92,"[gemini-2.5-flash] Spindle load sensor Xs6 indicates a critical overload condition, causing frequent trips.",False,1,3609.328269958496
gemini_2_5_flash__semantic,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,1,Xs6,HIGH,0.92,"[gemini-2.5-flash] Spindle load sensor Xs6 indicates a critical overload condition, causing frequent trips.",False,1,3532.660961151123
gemini_2_5_flash__semantic,M11,Machine 1 spindle keeps loading up and tripping the overload about once an hour,2,Xs6,HIGH,0.92,"[gemini-2.5-flash] Spindle load sensor Xs6 indicates a critical overload condition, causing frequent machine trips.",False,1,3879.518985748291
gemini_2_5_flash__semantic,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,0,Xs7,MEDIUM,0.78,"[gemini-2.5-flash] Torque sensor Xs7 showing elevated readings, indicating increased mechanical stress and affecting production quality.",False,1,2975.731372833252
gemini_2_5_flash__semantic,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,1,Xs7,MEDIUM,0.78,"[gemini-2.5-flash] Torque sensor Xs7 indicates increasing mechanical stress, leading to production rejects.",False,1,3232.052564620972
gemini_2_5_flash__semantic,M12,Machine 2 is throwing out more rejects since the torque readings started climbing,2,Xs7,MEDIUM,0.78,"[gemini-2.5-flash] Torque sensor Xs7 indicates increasing mechanical stress, leading to production rejects.",False,1,3814.3229484558105
gemini_2_5_flash__semantic,M13,Machine 3 ka oil pressure baar baar gir raha hai,0,Xs4,MEDIUM,0.75,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a progressive drop in lubricant pressure.,False,1,3684.9212646484375
gemini_2_5_flash__semantic,M13,Machine 3 ka oil pressure baar baar gir raha hai,1,Xs4,MEDIUM,0.75,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a medium severity fault due to repeated drops in pressure.,False,1,3956.6688537597656
gemini_2_5_flash__semantic,M13,Machine 3 ka oil pressure baar baar gir raha hai,2,Xs4,MEDIUM,0.75,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a medium severity fault due to repeated drops in pressure.,False,1,4092.520475387573
gemini_2_5_flash__semantic,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",0,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 is elevated, indicating a medium severity thermal issue.",False,1,3645.1549530029297
gemini_2_5_flash__semantic,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",1,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates elevated temperature, requiring attention after the current batch.",False,1,3835.548400878906
gemini_2_5_flash__semantic,M14,"Machine 4 bearing is hot but it is not an emergency, we can finish the batch first",2,Xs2,MEDIUM,0.75,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates elevated temperature, requiring attention after the current batch.",False,1,3932.7704906463614
gemini_2_5_flash__semantic,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",0,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows critical overheating, indicating imminent failure with metal dust observed.",False,1,4057.073354721069
gemini_2_5_flash__semantic,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",1,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical overheating and catastrophic failure, with metal dust observed on the housing.",False,1,3525.336980819702
gemini_2_5_flash__semantic,H01,"Machine 1 bearing is cooked, there is metal dust all over the housing",2,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical overheating and catastrophic failure, with metal dust observed on the housing.",False,1,3500.7991790771484
gemini_2_5_flash__semantic,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",0,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a critical overheat, leading to a motor trip and failure.",False,1,3664.618015289306
gemini_2_5_flash__semantic,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",1,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a critical overheat, leading to a motor trip and scorched windings.",False,1,3842.620611190796
gemini_2_5_flash__semantic,H02,"Machine 2 motor tripped and will not restart, the windings smell scorched",2,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 indicates a critical overheat, leading to a motor trip and failure.",False,1,4477.91314125061
gemini_2_5_flash__semantic,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,0,Xs4,HIGH,0.95,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure due to a ruptured hose.,False,1,4982.688665390015
gemini_2_5_flash__semantic,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,1,Xs4,HIGH,0.95,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure due to a ruptured hose.,False,1,4976.126670837402
gemini_2_5_flash__semantic,H03,oil is spraying out of a split hose on Machine 3 and pressure has gone to zero,2,Xs4,HIGH,0.95,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of pressure due to a ruptured hose.,False,1,4917.04797744751
gemini_2_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,0,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates a critical failure, consistent with a thrown bearing and locked spindle.",False,1,3617.7995204925537
gemini_2_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,1,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates a critical failure, consistent with a thrown bearing and locked spindle.",False,1,3699.343919754028
gemini_2_5_flash__semantic,H04,Machine 4 threw a bearing and the spindle is locked solid,2,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates a critical failure, with the spindle locked solid.",False,1,3315.514326095581
gemini_2_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,0,W3,HIGH,0.95,"[gemini-2.5-flash] Coolant flow sensor W3 indicates a complete loss of coolant, leading to critical overheating of the cutting head.",False,1,2892.395496368408
gemini_2_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,1,W3,HIGH,0.92,"[gemini-2.5-flash] Coolant flow sensor W3 indicates zero flow, leading to critical overheating of the cutting head.",False,1,5002.413749694824
gemini_2_5_flash__semantic,H05,Machine 5 coolant flow is reading zero and the cutting head is glowing red,2,W3,HIGH,0.92,"[gemini-2.5-flash] Coolant flow sensor W3 indicates zero flow, leading to critical overheating of the cutting head.",False,1,5209.250211715698
gemini_2_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",0,W0,HIGH,0.9,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical motor failure, with the motor completely burnt out and non-functional.",False,1,10222.630262374878
gemini_2_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",1,W0,HIGH,0.92,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical motor failure, with the motor completely burnt out and non-operational.",False,1,6200.660228729248
gemini_2_5_flash__semantic,H06,"Machine 1 ka motor poori tarah jal gaya hai, bilkul nahi chal raha",2,W0,HIGH,0.92,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical motor failure, with the motor completely burnt out and non-operational.",False,1,5824.588060379028
gemini_2_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,0,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical failure after a sudden mechanical event, leading to line shutdown.",False,1,2927.210092544556
gemini_2_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,1,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 shows a critical failure, indicating the bearing has seized and caused the line to stop.",False,1,3580.139636993408
gemini_2_5_flash__semantic,H07,M2 bearing gone. grinding noise then a bang. line down,2,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical failure after a sudden mechanical event, leading to line shutdown.",False,1,2684.433698654175
gemini_2_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",0,Xs4,HIGH,0.92,[gemini-2.5-flash] Oil pressure sensor Xs4 critical — sudden loss of pressure due to pump housing failure.,False,1,5582.967281341553
gemini_2_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",1,Xs4,HIGH,0.95,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of lubricant pressure due to a cracked pump housing.,False,1,4555.8130741119385
gemini_2_5_flash__semantic,H08,"we had to pull the plug on Machine 3, the pump housing cracked and oil is everywhere",2,Xs4,HIGH,0.95,[gemini-2.5-flash] Oil pressure sensor Xs4 indicates a critical loss of lubricant pressure due to a cracked pump housing.,False,1,4396.409034729004
gemini_2_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",0,Xs7,HIGH,0.95,[gemini-2.5-flash] Torque sensor Xs7 indicates a critical mechanical failure due to sheared gearbox teeth.,False,1,5967.625141143799
gemini_2_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",1,Xs7,HIGH,0.95,[gemini-2.5-flash] Torque sensor Xs7 indicates a critical mechanical failure due to sheared gearbox teeth.,False,1,6019.958257675171
gemini_2_5_flash__semantic,H09,"Machine 4 gearbox has let go, the teeth are sheared off",2,Xs7,HIGH,0.95,[gemini-2.5-flash] Torque sensor Xs7 indicates a critical mechanical failure — gearbox teeth have sheared off.,False,1,6080.864191055298
gemini_2_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,0,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 critical — thermal threshold exceeded, leading to breaker trip.",False,1,3182.756185531616
gemini_2_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,1,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 critical — thermal threshold exceeded, leading to breaker trip.",False,1,2840.728282928467
gemini_2_5_flash__semantic,H10,Machine 5 motor temperature went past 180 C in under a minute and the breaker kicked out,2,Xs3,HIGH,0.95,"[gemini-2.5-flash] Motor temperature sensor Xs3 critical — thermal threshold exceeded, leading to breaker trip.",False,1,2760.892868041992
gemini_2_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",0,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical thermal degradation, requiring immediate machine shutdown.",False,1,3352.88405418396
gemini_2_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",1,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical overheating, machine operation is unsafe.",False,1,3515.7809257507324
gemini_2_5_flash__semantic,H11,"Machine 1 bearing is in a pretty bad way, I would not run it for another minute",2,Xs2,HIGH,0.95,"[gemini-2.5-flash] Bearing temperature sensor Xs2 indicates critical overheating, machine operation is unsafe.",False,1,3307.17134475708
gemini_2_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,0,Xs0,HIGH,0.95,[gemini-2.5-flash] Vibration X sensor Xs0 indicates a critical mechanical failure with the rotor tearing loose.,False,1,4288.771152496338
gemini_2_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,1,Xs0,HIGH,0.95,[gemini-2.5-flash] Vibration X sensor Xs0 indicates a critical failure as the rotor has torn loose from its mount.,False,1,3973.1173515319824
gemini_2_5_flash__semantic,H12,the small vibration on Machine 2 turned into the rotor tearing loose from its mount,2,Xs0,HIGH,0.95,[gemini-2.5-flash] Vibration X sensor Xs0 indicates a critical failure as the rotor has torn loose from its mount.,False,1,4155.811071395874
gemini_2_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",0,W0,HIGH,0.95,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical shaft failure, leading to an immediate machine shutdown.",False,1,6385.64920425415
gemini_2_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",1,W0,HIGH,0.95,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical shaft failure, leading to an immediate machine shutdown.",False,1,6235.187530517578
gemini_2_5_flash__semantic,H13,"Machine 3 ka shaft toot gaya, machine band karni padi",2,W0,HIGH,0.95,"[gemini-2.5-flash] Motor RPM sensor W0 indicates a critical shaft failure, leading to an immediate machine shutdown.",False,1,6268.6767578125
gemini_2_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,0,Xs8,HIGH,0.95,"[gemini-2.5-flash] Hydraulic PSI sensor Xs8 indicates a critical pressure loss due to a line split, causing the press ram to drop.",False,1,3053.351402282715
gemini_2_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,1,Xs8,HIGH,0.95,"[gemini-2.5-flash] Hydraulic PSI sensor Xs8 indicates a critical pressure loss due to a line split, causing the press ram to drop.",False,1,3574.047327041626
gemini_2_5_flash__semantic,H14,early this morning the Machine 4 hydraulic line split and the press dropped its ram,2,Xs8,HIGH,0.95,"[gemini-2.5-flash] Hydraulic PSI sensor Xs8 indicates a critical pressure loss due to a line split, causing the press ram to drop.",False,1,4314.857482910156
gemini_3_5_flash__production,L01,Machine 1 bearing is running a couple of degrees warmer than it did last week,1,Xs2,LOW,0.58,[gemini-3.5-flash] Bearing temperature sensor Xs2 is showing a slight upward trend indicating early thermal degradation.,False,1,4647.144079208374
gemini_3_5_flash__production,L01,Machine 1 bearing is running a couple of degrees warmer than it did last week,2,Xs2,LOW,0.58,[gemini-3.5-flash] Bearing temperature sensor Xs2 is showing a slight upward trend indicating early thermal degradation.,False,1,4588.286876678467
gemini_3_5_flash__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",0,Xs3,LOW,0.55,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation indicating early warning of minor thermal drift.,False,1,3553.0941486358643
gemini_3_5_flash__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",1,Xs3,LOW,0.55,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation indicating early warning of minor thermal drift.,False,1,3615.9863471984863
gemini_3_5_flash__production,L02,"motor on Machine 2 feels a touch warmer than normal, nothing urgent",2,Xs3,LOW,0.55,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation indicating early warning of minor thermal drift.,False,1,3582.693576812744
gemini_3_5_flash__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,0,Xs4,LOW,0.48,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight drop below normal operating levels.,False,1,3647.918939590454
gemini_3_5_flash__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,1,Xs4,LOW,0.48,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight drop below normal operating levels.,False,1,3677.492618560791
gemini_3_5_flash__production,L03,Machine 3 oil pressure gauge is sitting a hair under its usual mark,2,Xs4,LOW,0.48,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight deviation below normal operating levels.,False,1,4450.958490371704
gemini_3_5_flash__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",0,Xs0,LOW,0.52,[gemini-3.5-flash] Vibration X sensor Xs0 showing early signs of minor oscillation through the machine frame.,False,1,3955.3189277648926
gemini_3_5_flash__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",1,Xs0,LOW,0.52,[gemini-3.5-flash] Vibration X sensor Xs0 showing early signs of minor oscillation through the machine frame.,False,1,4625.821828842163
gemini_3_5_flash__production,L04,"operators on Machine 4 can just about feel a faint buzz through the frame, parts still in tolerance",2,Xs0,LOW,0.52,[gemini-3.5-flash] Vibration X sensor Xs0 showing early signs of minor oscillation through the machine frame.,False,1,4170.711040496826
gemini_3_5_flash__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,0,W3,LOW,0.6,[gemini-3.5-flash] Coolant flow sensor W3 showing minor drop of three percent from baseline.,False,1,5121.771097183228
gemini_3_5_flash__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,1,W3,LOW,0.6,[gemini-3.5-flash] Coolant flow sensor W3 showing minor drop of three percent from baseline.,False,1,5163.044214248657
gemini_3_5_flash__production,L05,coolant flow on Machine 5 is down about 3 percent from baseline,2,W3,LOW,0.6,[gemini-3.5-flash] Coolant flow sensor W3 showing minor drop of three percent from baseline.,False,1,5784.310579299927
gemini_3_5_flash__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",0,Xs2,LOW,0.55,[gemini-3.5-flash] Bearing temperature sensor Xs2 showing minor elevation — early warning of slight friction heat.,False,1,3465.836524963379
gemini_3_5_flash__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",1,Xs2,LOW,0.55,[gemini-3.5-flash] Bearing temperature sensor Xs2 showing minor elevation — early warning of slight friction heat.,False,1,3442.4924850463867
gemini_3_5_flash__production,L06,"Machine 1 ka bearing thoda sa garam lag raha hai, abhi chinta ki baat nahi",2,Xs2,LOW,0.55,[gemini-3.5-flash] Bearing temperature sensor Xs2 showing minor elevation — early warning of slight friction heat.,False,1,3758.001804351807
gemini_3_5_flash__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",0,Xs3,LOW,0.58,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation — early warning of potential thermal drift.,False,1,4434.450149536133
gemini_3_5_flash__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",1,Xs3,LOW,0.58,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation — early warning of potential thermal drift.,False,1,4557.111024856567
gemini_3_5_flash__production,L07,"m2 motor temp up 2C vs yesterday, keep an eye on it",2,Xs3,LOW,0.55,[gemini-3.5-flash] Motor temperature sensor Xs3 showing slight elevation — early warning of potential thermal drift.,False,1,4223.570108413696
gemini_3_5_flash__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",0,Xs4,LOW,0.55,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight dip indicating early warning of pressure loss.,False,1,3785.255193710327
gemini_3_5_flash__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",1,Xs4,LOW,0.48,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight dip indicating early warning of pressure loss.,False,1,4886.070251464844
gemini_3_5_flash__production,L08,"no rupture or leak on Machine 3, just a slight dip in oil pressure",2,Xs4,LOW,0.48,[gemini-3.5-flash] Oil pressure sensor Xs4 showing a slight dip indicating early warning of pressure loss.,False,1,4811.6185665130615
gemini_3_5_flash__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,0,Xs12,LOW,0.58,[gemini-3.5-flash] Acoustic dB sensor Xs12 showing slight elevation — minor noise anomaly detected at the spindle.,False,1,4059.46683883667
gemini_3_5_flash__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,1,Xs12,LOW,0.58,[gemini-3.5-flash] Acoustic dB sensor Xs12 showing slight elevation — minor noise anomaly detected at the spindle.,False,1,3887.1684074401855
gemini_3_5_flash__production,L09,Machine 4 spindle sounds a little louder than usual toward the end of each shift,2,Xs12,LOW,0.55,[gemini-3.5-flash] Acoustic sensor Xs12 detects minor noise increase indicating early spindle wear.,False,1,3719.9857234954834
gemini_3_5_flash__production,L10,Machine 5 current draw is 4 percent above its typical value,0,Xs11,LOW,0.58,[gemini-3.5-flash] Current Amps sensor Xs11 showing a slight elevation above typical operating levels.,False,1,4429.48842048645
gemini_3_5_flash__production,L10,Machine 5 current draw is 4 percent above its typical value,1,Xs11,LOW,0.58,[gemini-3.5-flash] Current draw sensor Xs11 showing minor elevation — electrical current is slightly above normal operating limits.,False,1,4536.956548690796
gemini_3_5_flash__production,L10,Machine 5 current draw is 4 percent above its typical value,2,Xs11,LOW,0.58,[gemini-3.5-flash] Current draw sensor Xs11 showing minor elevation — electrical current is slightly above normal operating limits.,False,1,4267.09508895874
