strategy,repeat,prompt_idx,prompt,true_mode,predicted_mode,p_true,brier,nll,top1_correct,update_mode,update_delta,update_conf,latency_ms,error
keyword_regex,1,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.40817533668350053,0.5160014928169394,0.8960584501193873,1,electrical,0.15,0.5,0.3304000128991902,
keyword_regex,1,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.8242911417245392,0.041817152869032356,0.1932314841424633,1,electrical,0.3,0.65,0.3241999656893313,
keyword_regex,1,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.29455914145905676,0.6535425284479287,1.222275476157182,1,electrical,0.3,0.65,4.272099991794676,
keyword_regex,1,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7127597624473293,0.1142477037848114,0.3386108544086157,1,electrical,0.3,0.65,0.270900025498122,
keyword_regex,2,0,the bearing is making a weird grinding noise,bearing,bearing,0.9052005257650839,0.011867156970919338,0.09959878439538927,1,bearing,0.3,0.65,0.3062000032514334,
keyword_regex,2,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.5671166460139415,0.25913854359668764,0.5671902715205357,1,bearing,0.3,0.65,0.3530000103637576,
keyword_regex,2,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.8631911369918467,0.024672811750490877,0.14711913270926708,1,bearing,0.3,0.65,0.3274999908171594,
keyword_regex,2,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.7711859073926309,0.06643209768639134,0.25982580946190603,1,bearing,0.15,0.5,0.3212000010535121,
keyword_regex,2,4,motor is drawing way more current than usual,motor,motor,0.7297705340997999,0.09827174978473183,0.31502513110347236,1,motor,0.3,0.65,0.27769996086135507,
keyword_regex,2,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.7840697228693627,0.06193166483632475,0.24325733035463565,1,motor,0.3,0.65,0.24199998006224632,
keyword_regex,2,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.5700284367302872,0.2409291641616432,0.562069030397452,1,motor,0.3,0.65,0.24320004740729928,
keyword_regex,2,7,"noticeable hum from the winding, motor running hot",motor,motor,0.79469564843971,0.05414634586339316,0.22979606977804945,1,motor,0.3,0.65,0.20140002015978098,
keyword_regex,2,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.800309133917219,0.05576413161026288,0.22275720855766062,1,oil_seal,0.3,0.65,0.20430004224181175,
keyword_regex,2,9,there's a small oil leak under the gearbox seal,oil_seal,oil_seal,0.42991113930471214,0.4164008401582819,0.844176744429896,1,oil_seal,0.15,0.5,0.2652999828569591,
keyword_regex,2,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.6170119501499217,0.22077389255285734,0.48286688711208625,1,oil_seal,0.3,0.65,0.2586999908089638,
keyword_regex,2,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.8250306411437168,0.055435455442285425,0.19233475255689494,1,oil_seal,0.3,0.65,0.24510000366717577,
keyword_regex,2,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.40215636548086175,0.4804424263563689,0.9109142971340263,1,coolant,0.3,0.65,0.3694999613799155,
keyword_regex,2,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.6859423843312261,0.13014938741563956,0.37696164263878473,1,coolant,0.3,0.65,0.3921000170521438,
keyword_regex,2,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.611932881749012,0.20965083344391844,0.4911326728287947,1,coolant,0.3,0.65,0.25649997405707836,
keyword_regex,2,15,coolant pump output is half what it normally is,coolant,coolant,0.678873055404781,0.14004669987168092,0.38732112706904126,1,coolant,0.3,0.65,0.360500009264797,
keyword_regex,2,16,"blown fuse on the contactor, intermittent arcing reported",electrical,coolant,0.051434112024716414,1.2471010805564462,2.967453668576235,0,electrical,0.15,0.5,0.38599997060373425,
keyword_regex,2,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.35164327431725056,0.5527033838947107,1.0451380424816807,1,electrical,0.3,0.65,0.3336999798193574,
keyword_regex,2,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.5825316365411183,0.22646916747797427,0.540371783358534,1,electrical,0.3,0.65,0.28739997651427984,
keyword_regex,2,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7909531864203846,0.07020076154407534,0.23451649574665634,1,electrical,0.3,0.65,0.6629999843426049,
agentic,0,0,the bearing is making a weird grinding noise,bearing,bearing,0.9267436312582086,0.006825216726088758,0.0760783090998521,1,bearing,0.45,0.95,7909.160699986387,
agentic,0,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.5784941708123296,0.2290371864692483,0.5473268087823543,1,bearing,0.4,0.9,2538.2883999845944,
agentic,0,2,Machine 2 has a wobble I can feel through the panel,bearing,electrical,0.35010374882038786,0.5986391550691081,1.0495257432228393,0,bearing,0.35,0.8,2541.9272999861278,
agentic,0,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.9080925235923184,0.011249011245849136,0.09640900734269013,1,bearing,0.4,0.9,3126.187000016216,
agentic,0,4,motor is drawing way more current than usual,motor,motor,0.683176610405068,0.1335746577788766,0.38100187244939965,1,motor,0.4,0.9,4240.379300026689,
agentic,0,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.5411913170576185,0.2836018720618655,0.6139824266840929,1,motor,0.35,0.8,4208.868000016082,
agentic,0,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.7087752848085696,0.15955943606154938,0.3442167493616076,1,motor,0.3,0.65,562.0849999831989,
agentic,0,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6064320545068664,0.20164909330218705,0.5001625857164911,1,motor,0.3,0.65,565.6604000250809,
agentic,0,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.5517628265623236,0.27865432352501013,0.5946369870609941,1,oil_seal,0.35,0.85,3882.9969000071287,
agentic,0,9,there's a small oil leak under the gearbox seal,oil_seal,motor,0.2518855697205998,0.7315414623208863,1.3787803830103953,0,oil_seal,0.15,0.5,661.6536999936216,
agentic,0,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.5925070143190392,0.2205498146731211,0.5233925675297791,1,oil_seal,0.3,0.65,553.2913999632001,
agentic,0,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.7669267787991982,0.07352952520053821,0.26536394657972245,1,oil_seal,0.3,0.65,517.5558000337332,
agentic,0,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.7755654280929682,0.06575659102672232,0.2541629310101923,1,coolant,0.3,0.65,594.1099000046961,
agentic,0,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.5074530373125025,0.3332712596948519,0.6783511096633023,1,coolant,0.3,0.65,551.5967999817804,
agentic,0,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,electrical,0.24088045043165093,0.7470831353915753,1.4234545248683157,0,coolant,0.3,0.65,538.0297999945469,
agentic,0,15,coolant pump output is half what it normally is,coolant,coolant,0.7609036168093897,0.07463724168736816,0.27324858248017814,1,coolant,0.3,0.65,576.1667999904603,
agentic,0,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.51762666360974,0.33726514396465657,0.6585010231930701,1,electrical,0.15,0.5,494.8609999846667,
agentic,0,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.7301390344337119,0.10064873190059648,0.31452030484617455,1,electrical,0.3,0.65,578.1217999756336,
agentic,0,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.6113262639895881,0.21540465396571745,0.49212447871271303,1,electrical,0.3,0.65,586.8771999957971,
agentic,0,19,"noticeable amps spike, breaker tripped twice this shift",electrical,oil_seal,0.1322601360690918,1.022548991150423,2.0229845679361214,0,electrical,0.3,0.65,636.3968999939971,
agentic,1,0,the bearing is making a weird grinding noise,bearing,bearing,0.7574493116990323,0.08333856791196871,0.2777986590863402,1,bearing,0.3,0.65,538.1749999942258,
agentic,1,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.7128246255750187,0.104646831030659,0.33851985575812665,1,bearing,0.3,0.65,3726.0441000107676,
agentic,1,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.6361716442940251,0.1926932959075837,0.45228687108788346,1,bearing,0.3,0.65,577.0905999816023,
agentic,1,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.3579683384510517,0.5530628637943842,1.0273107365733525,1,bearing,0.15,0.5,510.82140003563836,
agentic,1,4,motor is drawing way more current than usual,motor,motor,0.6333608201308559,0.2033988213283814,0.456715003230862,1,motor,0.3,0.65,499.77880000369623,
agentic,1,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.5103976651536475,0.4256358064042549,0.6725651215042469,1,motor,0.3,0.65,512.9489999962971,
agentic,1,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.3505045744955488,0.5492384780577215,1.048381521250153,1,motor,0.3,0.65,1572.694699978456,
agentic,1,7,"noticeable hum from the winding, motor running hot",motor,motor,0.6082567448246685,0.20434145452941221,0.49715820847794207,1,motor,0.3,0.65,500.96770003437996,
agentic,1,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.9028998423650996,0.017644968993261723,0.10214364825604899,1,oil_seal,0.3,0.65,518.0873000063002,
agentic,1,9,there's a small oil leak under the gearbox seal,oil_seal,motor,0.27454175161820965,0.7038221848657044,1.2926519289858915,0,oil_seal,0.15,0.5,724.8161000316031,
agentic,1,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.549942410169311,0.2685124025686589,0.5979417150210387,1,oil_seal,0.3,0.65,514.4486000062898,
agentic,1,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.4326606235353333,0.44079799303020223,0.8378016376594083,1,oil_seal,0.3,0.65,617.7677999949083,
agentic,1,12,"the chiller is barely keeping up, coolant flow looks low",coolant,oil_seal,0.25503080331120725,0.9781291723750718,1.3663709438202651,0,coolant,0.3,0.65,634.542900021188,
agentic,1,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.639871713689463,0.18535612866332407,0.44648757008089063,1,coolant,0.3,0.65,534.1450999840163,
agentic,1,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.5646174609175489,0.2651673558652107,0.5716068374674685,1,coolant,0.3,0.65,560.2123999851756,
agentic,1,15,coolant pump output is half what it normally is,coolant,coolant,0.7630624814289897,0.08944581598009656,0.2704153618905326,1,coolant,0.3,0.65,545.1509000267833,
agentic,1,16,"blown fuse on the contactor, intermittent arcing reported",electrical,electrical,0.40817533668350053,0.5160014928169394,0.8960584501193873,1,electrical,0.15,0.5,503.623399999924,
agentic,1,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.8242911417245392,0.041817152869032356,0.1932314841424633,1,electrical,0.3,0.65,3925.703299988527,
agentic,1,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.29455914145905676,0.6535425284479287,1.222275476157182,1,electrical,0.3,0.65,625.8395999902859,
agentic,1,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7127597624473293,0.1142477037848114,0.3386108544086157,1,electrical,0.3,0.65,576.3871000381187,
agentic,2,0,the bearing is making a weird grinding noise,bearing,bearing,0.9052005257650839,0.011867156970919338,0.09959878439538927,1,bearing,0.3,0.65,608.0181999714114,
agentic,2,1,"low rumble from spindle housing, sounds like a worn bearing",bearing,bearing,0.5671166460139415,0.25913854359668764,0.5671902715205357,1,bearing,0.3,0.65,610.5367999989539,
agentic,2,2,Machine 2 has a wobble I can feel through the panel,bearing,bearing,0.8631911369918467,0.024672811750490877,0.14711913270926708,1,bearing,0.3,0.65,566.0663999733515,
agentic,2,3,"intermittent grinding when the press cycles, otherwise quiet",bearing,bearing,0.7711859073926309,0.06643209768639134,0.25982580946190603,1,bearing,0.15,0.5,608.1696999608539,
agentic,2,4,motor is drawing way more current than usual,motor,motor,0.7297705340997999,0.09827174978473183,0.31502513110347236,1,motor,0.3,0.65,656.2399999820627,
agentic,2,5,"Machine 1 stalls under load, torque feels off",motor,motor,0.7840697228693627,0.06193166483632475,0.24325733035463565,1,motor,0.3,0.65,532.433399988804,
agentic,2,6,RPM is dropping intermittently on the conveyor motor,motor,motor,0.5700284367302872,0.2409291641616432,0.562069030397452,1,motor,0.3,0.65,646.0876999772154,
agentic,2,7,"noticeable hum from the winding, motor running hot",motor,motor,0.79469564843971,0.05414634586339316,0.22979606977804945,1,motor,0.3,0.65,521.5124000096694,
agentic,2,8,oil pressure gauge keeps dipping during the cycle,oil_seal,oil_seal,0.800309133917219,0.05576413161026288,0.22275720855766062,1,oil_seal,0.3,0.65,551.042300008703,
agentic,2,9,there's a small oil leak under the gearbox seal,oil_seal,oil_seal,0.42991113930471214,0.4164008401582819,0.844176744429896,1,oil_seal,0.15,0.5,515.3918000287376,
agentic,2,10,"lubrication line pressure is unstable, pressure drop alarms",oil_seal,oil_seal,0.6170119501499217,0.22077389255285734,0.48286688711208625,1,oil_seal,0.3,0.65,540.2567000128329,
agentic,2,11,"seal looks weeping, oil pooling under the housing",oil_seal,oil_seal,0.8250306411437168,0.055435455442285425,0.19233475255689494,1,oil_seal,0.3,0.65,521.5761999716051,
agentic,2,12,"the chiller is barely keeping up, coolant flow looks low",coolant,coolant,0.40215636548086175,0.4804424263563689,0.9109142971340263,1,coolant,0.3,0.65,508.74379999004304,
agentic,2,13,"Machine 4 is running hot, cooling loop temp is climbing",coolant,coolant,0.6859423843312261,0.13014938741563956,0.37696164263878473,1,coolant,0.3,0.65,549.7430000104941,
agentic,2,14,"noticeable overheating on the spindle, coolant flow drop suspected",coolant,coolant,0.611932881749012,0.20965083344391844,0.4911326728287947,1,coolant,0.3,0.65,514.5403000060469,
agentic,2,15,coolant pump output is half what it normally is,coolant,coolant,0.678873055404781,0.14004669987168092,0.38732112706904126,1,coolant,0.3,0.65,825.7727000163868,
agentic,2,16,"blown fuse on the contactor, intermittent arcing reported",electrical,coolant,0.051434112024716414,1.2471010805564462,2.967453668576235,0,electrical,0.15,0.5,579.211599950213,
agentic,2,17,"voltage spike took out the VFD, sparks at the panel",electrical,electrical,0.5018038415311806,0.3263358841068784,0.6895459895765663,1,electrical,0.45,0.95,2748.6008999985643,
agentic,2,18,"current draw on the main feed jumped, electrical issue suspected",electrical,electrical,0.6766983547833608,0.13582439338403632,0.3905296669817866,1,electrical,0.4,0.9,2694.250100001227,
agentic,2,19,"noticeable amps spike, breaker tripped twice this shift",electrical,electrical,0.7909531864203846,0.07020076154407534,0.23451649574665634,1,electrical,0.3,0.65,547.6280999719165,
